## RECSRecommendations Upload File
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.
## RECS
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.gratuito,entity.PublicoAlvo,entity.Tema,Entity.Subtema,Entity.Assuntos,entity.Segmentos,entity.DatasEspeciais,entity.Produtor,entity.perfilusuario,entity.familia,entity.PorteEmpresa,entity.TipoUsuario,entity.codigoCronos
1294,O que é feedback e como aplicar essa estratégia na sua empresa?,Artigo,"Descubra o que é feedback, seus tipos e como implementar essa estratégia na sua empresa para melhorar a produtividade.",https://www.sebrae.com.br/Sebrae/Portal Sebrae/UFs/SP/Anexos/Cópia de B10 feedback.png,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/sp/artigos/o-que-e-feedback-e-como-aplicar-essa-estrategia-na-sua-empresa,abc46c0d8ed8d810VgnVCM1000001b00320aRCRD",,,Sim,PF,Empreendedorismo,Ideia De Negócio,Feedback Construtivo; Liderança; Crescimento,Todos,0,SP,,,PF,Pessoa Física,
1295,Como implantar delivery na era digital,Artigo,O modelo de delivery tem ajudado muitas empresas a crescer e promete continuar forte como uma ótima opção de vendas no mercado.,"https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/xSebrae,P20Reduzido,P20-,P20Maior.png.pagespeed.ic.hI7IPJa-jh.png",,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/como-implantar-delivery-na-era-digital,039214266f1e2710VgnVCM1000004c00210aRCRD",,,Sim,MEI; ME; EPP,Planejamento,Comércio Eletrônico,Delivery; Entrega; Digital,Serviços de alimentação,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1296,Saiba o que é a moda circular e como integrá-la ao seu seu negócio,Artigo,"A moda circular reinventa o uso das roupas, aumenta sua durabilidade e revoluciona relação da moda com o meio ambiente.",https://www.sebrae.com.br/Sebrae/Portal Sebrae/UFs/PE/Anexos/sebraepe_sebraepe_image_321.jpeg,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/pe/artigos/saiba-o-que-e-a-moda-circular-e-como-integra-la-ao-seu-seu-negocio,a513188fb2c67810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Mercado e Vendas,Análise De Tendência,Moda Circular; Tendência; Vendas,Comércio varejista da moda; Indústria da moda; Serviços da moda,0,PE,,,MEI; ME; EPP,Pessoa Jurídica,
1297,Como saber se o seu negócio é viável,Artigo,Entenda quais são os principais indicadores para saber se o seu negócio é viável e dê um passo à frente para gerar lucro para a sua empresa.,https://www.sebrae.com.br/Sebrae/Portal Sebrae/UFs/AP/Imagens/Maikon Richardson Analista de Negócios do Sebrae Amapá.png,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/ap/artigos/como-saber-se-um-negocio-e-viavel,fb902eb935bcb410VgnVCM1000003b74010aRCRD",,,Sim,PF,Empreendedorismo,Abertura De Empresa,,Todos,0,AP,,,PF,Pessoa Física,
1298,Como obter financiamento para startup,Artigo,"Mercado, necessidades e disposição para pagar pela solução são alguns dos questionamentos que devem ser feitos antes de obter um financiamento.","https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/Imagens/xImagem_artigo_Como,P20obter,P20financiamento,P20para,P20startup.png.pagespeed.ic.M7sxt3K5N4.jpg",,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/como-obter-financiamento-para-startup,201a5415e6433410VgnVCM1000003b74010aRCRD",,,Sim,MEI; ME; EPP,Finanças,Financiamento,Startup; Financiamento; Ideias Inovadoras; Investimento,TIC,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1299,Como definir o capital de giro da empresa,Vídeo,Capital de giro é o capital necessário para financiar a continuidade das operações da empresa. Como calcular?,https://i.ytimg.com/vi_webp/bp7fmOSBNTk/maxresdefault.webp,,"https://www.sebrae.com.br/sites/PortalSebrae/galeriavideo/como-definir-o-capital-de-giro-da-empresa,3728c505cee95710VgnVCM1000004c00210aRCRD",,,Sim,MEI; ME; EPP,Finanças,,Capital De Giro; Finanças,Todos,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1300,Fluxo de caixa para MEI: aprenda a controlar as finanças,Artigo,"A forma do controle de caixa vai variar de acordo com a necessidade do seu negócio, podendo ser sistematizada de forma diária, mensal ou anual.",https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/MEI/Jornada%20MEI/teste%20assinaturas%20de%20autor/x6.png.pagespeed.ic.7WbN-rw1S5.png,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/fluxo-de-caixa-para-mei-aprenda-a-controlar-as-financas,3930103bc7d1b610VgnVCM1000004c00210aRCRD",,,Sim,MEI,Finanças,Fluxo De Caixa,Floxo De Caixa; Despesas; Economia,Todos,0,NA,,,MEI,Pessoa Jurídica,
1301,Café colonial? Conheça a oportunidade de negócios comfort food,Artigo,A variedade do café colonial é o segredo para conquistar os clientes que buscam nesse tipo de refeição uma experiência comfort food.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/Imagens/xdestaque_alimentos_bebidas_cafe.jpg.pagespeed.ic.2cU47GKsU4.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/cafe-colonial-conheca-a-oportunidade-de-negocios-comfort-food,0e708c6750406810VgnVCM1000001b00320aRCRD",,,Sim,PF,Empreendedorismo,Ideia De Negócio,Comfort Food; Oportunidade De Negócios,Todos,0,NA,,,PF,Pessoa Física,
1302,Não sabe como inovar seu negócio? Veja 10 práticas inovadoras,Artigo,Você adota práticas inovadoras na sua empresa? Confira as nossas sugestões e descubra quais delas o seu negócio já utiliza!,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/UFs/PE/Imagens/xsebraepe_sebraepe_image_163.jpeg.pagespeed.ic.Krn65A6SqP.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/pe/artigos/nao-sabe-como-inovar-seu-negocio-veja-10-praticas-inovadoras,2eca7cc449502910VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Inovação,Inovação,Inovar; Negócio; Inovação; Empreendedorismo,Todos,0,PE,,,MEI; ME; EPP,Pessoa Jurídica,
1303,Salão de beleza: Por que é importante realizar cursos e treinamentos?,Artigo,Descubra os cursos e treinamentos essenciais para você se destacar no mercado da beleza e fazer seu salão decolar!,https://www.sebrae.com.br/Sebrae/Portal Sebrae/UFs/SP/Anexos/Salão de beleza Por que é importante realizar cursos e treinamentos.png,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/sp/artigos/salao-de-beleza-por-que-e-importante-realizar-cursos-e-treinamentos,63adc5b06feaa810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Empreendedorismo,Empreendedor,Salão De Beleza,Beleza,0,SP,,,MEI; ME; EPP,Pessoa Jurídica,
1304,Como se formalizar como MEI - Microempreendedor Individual,Vídeo,"Assista ao vídeo com o passo a passo para abrir sua empresa e se tornar um MEI. É simples, é fácil!",https://i.ytimg.com/vi_webp/y7OVwLCd0ag/maxresdefault.webp,,"https://www.sebrae.com.br/sites/PortalSebrae/galeriavideo/como-se-formalizar-como-mei-microempreendedor-individual,c6c24b03cf96d810VgnVCM1000001b00320aRCRD",,,Sim,PF,Leis,,Mei; Formalizar,Todos,0,NA,,,PF,Pessoa Física,
1305,5 Barreiras comuns enfrentadas por mulheres no empreendedorismo,Artigo,"O empreendedorismo feminino cresce, mas ainda enfrenta barreiras. Veja as principais e descubra estratégias eficazes para superá-las.",https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/UFs/PE/Imagens/xsebraepe_sebraepe01.jpeg.pagespeed.ic.yfnqkkQBBb.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/pe/artigos/5-barreiras-comuns-enfrentadas-por-mulheres-no-empreendedorismo,859ccfe35d7d4910VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME,Empreendedorismo,Comportamento Empreendedor,Empreendedorismo Feminino; Desafios; Barreiras,Todos,0,PE,,,MEI; ME,Pessoa Jurídica,
1306,Aproveite o poder do networking,Artigo,Cultivar uma boa rede de contatos ajuda a desenvolver os negócios e enriquecer sua experiência profissional. Veja como explorar as oportunidades.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/UFs/AM/Banner/xbanner-interno-network.jpeg.pagespeed.ic.7FiuGQjIRq.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/am/artigos/aproveite-o-poder-do-networking,2765fae0275af810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Cooperação,Rede De Negócio,,Todos,0,AM,,,MEI; ME; EPP,Pessoa Jurídica,
1307,Aprenda a vender muito com funil de vendas | Iago Nuno,Vídeo,Aprenda a vender muito com funil de vendas | Iago Nuno,https://i.ytimg.com/vi_webp/naUNUO5axlA/maxresdefault.webp,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/ba/videos/vídeos/aprenda-a-vender-muito-com-funil-de-vendas-iago-nuno,451994baf968f810VgnVCM1000001b00320aRCRD",,,Sim,MEI,Empreendedorismo,,#Empreendedorismo #Vendas #Sebrae #Marketingdigital,Todos,0,BA,,,MEI,Pessoa Jurídica,
1308,8 estratégias de marketing que vão impulsionar os resultados,Artigo,Conhecer estratégias de marketing e saber monitorar os resultados delas são entendimentos que podem elevar seu negócio a outro nível.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/UFs/PE/Imagens/xsebraepe_sebraepe_image_3522.jpeg.pagespeed.ic.mZvBBoNcDM.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/pe/artigos/8-estrategias-de-marketing-que-vao-impulsionar-os-resultados,14811442a9651910VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Mercado e Vendas,Marketing,Marketing; Vendas; Resultados,Todos,0,PE,,,MEI; ME; EPP,Pessoa Jurídica,
1309,Como Atender Bem o Cliente - 7 Dicas Simples e Rápidas para Aplicar no Seu Negócio - com Erik Penna,Vídeo,Como Atender Bem o Cliente - 7 Dicas Simples e Rápidas para Aplicar no Seu Negócio - com Erik Penna,https://i.ytimg.com/vi_webp/7tXlj59Gfms/maxresdefault.webp,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/ba/videos/vídeos/como-atender-bem-o-cliente-7-dicas-simples-e-rapidas-para-aplicar-no-seu-negocio-com-erik-penna,efce8ce1d469f810VgnVCM1000001b00320aRCRD",,,Sim,MEI,Empreendedorismo,,#Atendimento #Clientes #Empreendedorismo,Todos,0,BA,,,MEI,Pessoa Jurídica,
1310,Como dar baixa no MEI,Vídeo,"Imprevistos acontecem, e se você precisa encerrar seu cadastro como Microempreendedor Individual, nós te ajudamos! Assista ao vídeo com o passo a passo.",https://i.ytimg.com/vi_webp/tqeOyZ_Vceo/maxresdefault.webp,,"https://www.sebrae.com.br/sites/PortalSebrae/galeriavideo/como-dar-baixa-no-mei,96e34b03cf96d810VgnVCM1000001b00320aRCRD",,,Sim,MEI,Leis,,Mei; Dar Baixa No Mei; Cadastro Mei,Todos,0,NA,,,MEI,Pessoa Jurídica,
1311,Confira as características do bom vendedor e saiba como vender melhor,Artigo,Conheça as habilidades que sua equipe de vendas precisa desenvolver para obter sucesso no atendimento ao cliente.,,,"https://www.sebrae.com.br/sites/PortalSebrae/valorizeopequenonegocio/conteudos/confira-as-caracteristicas-do-bom-vendedor-e-saiba-como-vender-melhor,faa8d53342603410VgnVCM100000b272010aRCRD",,,Sim,MEI; ME,Mercado e Vendas,Venda,Qualidade; Equipes; Atendimento Ao Cliente,Todos,0,NA,,,MEI; ME,Pessoa Jurídica,
1312,Como treinar o comportamento empreendedor,Artigo,"Ser empreendedor exige dedicação, persistência, mas, sobretudo aprendizado constante.",https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/Imagens/ximagem_empreendedorismo_como-treinar-comportamento-empreendedor.jpg.pagespeed.ic.hTSYMswFzC.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/como-treinar-o-comportamento-empreendedor,cab6ed7a8fb56810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Empreendedorismo,Empreendedor,Empreendedor; Negócios; Empreendimento,Todos,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1313,O que é e como criar uma cooperativa | com Alécio Mascarenhas,Vídeo,O que é e como criar uma cooperativa | com Alécio Mascarenhas,https://i.ytimg.com/vi_webp/dEcaUomdVmc/maxresdefault.webp,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/ba/videos/vídeos/o-que-e-e-como-criar-uma-cooperativa-com-alecio-mascarenhas,4b9ef74561edf810VgnVCM1000001b00320aRCRD",,,Sim,PF; MEI,Empreendedorismo,,#Sebrae #Empresa #Cooperativas,Todos,0,BA,,,PF; MEI,Pessoa Física; Pessoa Jurídica,
1314,Carros elétricos: desafios e oportunidades no Brasil,Artigo,"País tem potencial para suportar uma grande frota de carros elétricos, mas ainda há desafios a serem vencidos para popularizar essa modalidade.",https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/Imagens/ximagem_tranformacao-digital_carros-eletricos-desafios-e-oportunidades-no-Brasil.jpg.pagespeed.ic.SRfh1xfBcW.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/carros-eletricos-desafios-e-oportunidades-no-brasil,6d088e029bf28810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Inovação,Inovação,,Comércio de automóveis,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1315,Equipamentos em stand-by podem gerar gastos desnecessários,Artigo,Sabe aquele carregador que fica na tomada? Esses equipamentos em stand-by podem gerar gastos na sua energia elétrica que poderiam ser evitados.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/Imagens/ximagem_energia_equipamentos-em-stand-by-podem-gerar-gastos-desnecessarios.jpg.pagespeed.ic.YkGnRj6fwk.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/equipamentos-em-stand-by-podem-gerar-gastos-desnecessarios,2b0a2222448b6810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME,Mercado e Vendas,Empresa,,Energia; Indústria de base tecnológica; Serviços de construção; Serviços públicos,0,NA,,,MEI; ME,Pessoa Jurídica,
1316,Como aplicar a ética digital no seu negócio?,Artigo,"Com a transformação digital, surgem oportunidades e responsabilidades. O empreendedor digital precisa estar atento e atuar com ética digital.",https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Imagens%20SebraeNA/xeticadigital.jpg.pagespeed.ic.CGnf_A4Pv_.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/como-aplicar-a-etica-digital-no-seu-negocio,bddbaa85f0b25810VgnVCM100000d701210aRCRD",,,Sim,Todos,Mercado e Vendas,Negócios Digitais,,Todos,0,NA,,,Todos,
1317,Descubra porque a presença digital é tão importante,Artigo,A presença digital é essencial aos negócios. Quer descobrir mais sobre o assunto? Confira o artigo que criamos para você!,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/UFs/PE/Imagens/xsebraepe_sebraepe_image_504.jpeg.pagespeed.ic.Hc5tJNAiOH.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/pe/artigos/descubra-por-que-a-presenca-digital-e-tao-importante,de94ec88a5a58710VgnVCM100000d701210aRCRD",,,Sim,MEI; ME; EPP,Inovação,Inovação Em Negócios Digitais,Presença Digital; Digital,Todos,0,PE,,,MEI; ME; EPP,Pessoa Jurídica,
1318,Aprenda a identificar a energia excedente reativa para evitar multas,Artigo,Sua empresa pode estar pagando multa por mau aproveitamento de energia elétrica. Evite o pagamento por energia reativa excedente e reduza o valor da fatura.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Artigos/Imagens/ximagem_energia_aprenda-identificar-energia-excedente-reativa-para-evitar-multas_pexels-fauxels-3183179b.jpg.pagespeed.ic.eVf-ndi8Ni.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/aprenda-a-identificar-a-energia-excedente-reativa-para-evitar-multas,9774ec2777cb5810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Finanças,Custos,,Energia; Serviços de construção; Serviços públicos,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1319,Inovação e criatividade na educação: benefícios no ensino-aprendizado,Artigo,"Inovação e criatividade são associadas à educação e tratam da introdução de ideias, tecnologias ou práticas para melhorar o processo de ensino-aprendizagem",https://www.sebrae.com.br/Sebrae/Portal Sebrae/Artigos/Imagens/imagem-inovaçao-inovaçao-criatividade-na-educaçao-beneficios-no-ensino-de-aprendizado-jpeg.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/inovacao-e-criatividade-na-educacao-beneficios-no-ensino-aprendizado,f26a781563028810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Inovação,Inovação,,Ensino e Educação,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1320,Escolha o melhor marketplace para seu negócio,Artigo,Conhecer o modelo ideal para vender nos meios digitais é fundamental para o seu sucesso. Veja quais são os tipos e as melhores estratégias,,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/escolha-o-melhor-marketplace-para-seu-negocio,30bddd04b13b0810VgnVCM100000d701210aRCRD",,,Sim,Todos,Mercado e Vendas,Marketing,Atendimento; Benefícios; Clientes; Comércio; Custos; Digital; Estratégia; Marketing; Marketing Digital; Marketplace; Marketplaces; Mei; Retenção; Seller; Vendas; Vender,Todos,0,NA,,,Todos,
1321,Assistente virtual - Ideias de negócios,Vídeo,"Um(a) assistente virtual oferece assistência administrativa, técnica e criativa de um home office, permitindo trabalhar em casa e reduzir gastos com locomoção.",https://i.ytimg.com/vi_webp/JxR3nfMHIZc/maxresdefault.webp,,"https://www.sebrae.com.br/sites/PortalSebrae/galeriavideo/assistente-virtual-ideias-de-negocios,35c5fc17ab18f810VgnVCM1000001b00320aRCRD",,,Sim,PF,Empreendedorismo,,Ideias De Negócio; Mei; Assistente Virtual,Todos,0,NA,,,PF,Pessoa Física,
1322,Madeira engenheirada: conheça a nova tendência da construção civil,Artigo,"Entenda como a tecnologia da madeira engenheirada pode ser benéfica para a obra por ser resistente, leve e sustentável","https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/Banners%20Publicitarios/xmadeira,P20.jpg.pagespeed.ic.x7mmz-BGp_.jpg",,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/madeira-engenheirada-conheca-a-nova-tendencia-da-construcao-civil,933c42d487184810VgnVCM100000d701210aRCRD",,,Sim,MEI; ME; EPP,GESTÃO DE PRODUTO (INOVAÇÃO),,Madeira Engenheirada; Construção Civil; Impactos Ambientais,Indústria da madeira,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1323,Precificação de serviços: deixe o ChatGPT te ajudar,Artigo,"Utilize a ferramenta de inteligência artificial para estabelecer preços de seus serviços, considerando seus diferenciais e a concorrência próxima a você.",,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/am/artigos/precificacao-de-servicos-deixe-o-chatgpt-te-ajudar,98af1e0089522910VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Inovação,Inovação,Chat Gpt,Todos,0,AM,,,MEI; ME; EPP,Pessoa Jurídica,
1324,Vídeo tutorial Cadastro compras.gov.br,Vídeo,Participar das compras governamentais envolve a preparação do empresário. Aprenda agora como fazer o seu cadastro no Compras.gov.br e se habilitar como forneced,https://i.ytimg.com/vi_webp/Xim94IgCdyE/maxresdefault.webp,,"https://www.sebrae.com.br/sites/PortalSebrae/galeriavideo/video-tutorial-cadastro-comprasgovbr,fd31f54f3b84d710VgnVCM100000d701210aRCRD",,,Sim,MEI; ME; EPP,Mercado e Vendas,,Cadastro; Gov.Br; Tutorial; Empreendedor; Microempresa; Governo; Compras,Todos,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1325,6 Passos para trabalhar com carrinho de Açaí,Artigo,Veja como trabalhar com carrinho de Açaí pode te levar ao sucesso.,https://www.sebrae.com.br/Sebrae/Portal Sebrae/UFs/AP/Imagens/Maikon Richardson Analista de Negócios do Sebrae Amapá.png,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/ap/artigos/6-passos-para-trabalhar-com-carrinho-de-acai,235cc9bc81fce510VgnVCM1000004c00210aRCRD",,,Sim,MEI,Empreendedorismo,Oportunidade De Negócio,6 Passos Para Trabalhar Com Carrinho De Açaí,Comércio atacadista rural; Comércio varejista de alimentos e bebidas; Comércio varejista - Diversos; Panificação; Fruticultura; Serviços de alimentação; Fruticultura; Horticultura,0,AP,,,MEI,Pessoa Jurídica,
1326,Móveis Planejados: os processos de uma marcenaria moderna,Artigo,A marcenaria é uma arte que vem sendo praticada há milhares de anos.,https://www.sebrae.com.br/Sebrae/Portal Sebrae/Artigos/Imagens/imagem-casa-e-construçao-moveis-planejados-os-processos-de-uma-marcenaria-moderna-jpeg.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/moveis-planejados-os-processos-de-uma-marcenaria-moderna,d2015083c0ce7810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Empreendedorismo,Diferenciação,,Móveis; Indústria da madeira,0,NA,,,MEI; ME; EPP,Pessoa Jurídica,
1327,Tributação de pequenas empresas: como pagar menos de forma legal,Artigo,Descubra como reduzir legalmente os impostos da sua empresa e aliviar o peso da carga tributária sem complicação.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/UFs/PE/Imagens/xsebraepe_sebraepe_image_tributos.jpeg.pagespeed.ic.TvWiDumdNJ.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/pe/artigos/tributacao-de-pequenas-empresas-como-pagar-menos-de-forma-legal,46e8b032229d5910VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Finanças,Gestão Financeira,Tributos; Pequenas Empresas; Finanças; Impostos,Serviços automotivos,0,PE,,,MEI; ME; EPP,Pessoa Jurídica,
1328,A Foto que vende | Ep. 01 | Descubra o Poder da Fotografia de Produtos com o seu Celular,Vídeo,Descubra o Poder da Fotografia de Produtos com o seu Celular,https://i.ytimg.com/vi_webp/hkXvo44knyw/maxresdefault.webp,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/es/videos/a-foto-que-vende-ep-01-descubra-o-poder-da-fotografia-de-produtos-com-o-seu-celular,6bcfe7c5683de810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Mercado e Vendas,,A Foto Que Vende; Fotografia; Estratégia De Marketing Digital Descubra O Poder Da Fotografia De Produtos Com O Seu Celular; Como Produzir Fotos Originais,Todos,0,ES,,,MEI; ME; EPP,Pessoa Jurídica,
1329,O que são criptomoedas,Artigo,Você já parou para entender o Bitcoin e as moedas digitais? Entenda como pode ser um bom investimento e conheça o ambiente onde são negociados.,https://www.sebrae.com.br/Sebrae/Portal%20Sebrae/UFs/AM/Banner/xsebrae_cripto-interno.png.pagespeed.ic.ZiPbZLjOxx.jpg,,"https://www.sebrae.com.br/sites/PortalSebrae/ufs/am/artigos/o-que-sao-criptomoedas,341024a97b28f810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME; EPP,Finanças,Investimento,,Todos,0,AM,,,MEI; ME; EPP,Pessoa Jurídica,
